filename,path,num_frames,fps,width,height,duration_sec,label
20240912_114002.mp4,fall_dataset\Fall\Raw_Video\20240912_114002.mp4,57,30.0,1920,1080,1.9,1
20240912_114102.mp4,fall_dataset\Fall\Raw_Video\20240912_114102.mp4,57,30.0,1920,1080,1.9,1
20240912_114158.mp4,fall_dataset\Fall\Raw_Video\20240912_114158.mp4,57,30.0,1920,1080,1.9,1
20240912_114340.mp4,fall_dataset\Fall\Raw_Video\20240912_114340.mp4,57,30.0,1920,1080,1.9,1
20240912_114426.mp4,fall_dataset\Fall\Raw_Video\20240912_114426.mp4,57,30.0,1920,1080,1.9,1
20240913120745.mp4,fall_dataset\Fall\Raw_Video\20240913120745.mp4,57,30.0,1920,1080,1.9,1
20240913120805.mp4,fall_dataset\Fall\Raw_Video\20240913120805.mp4,57,30.0,1920,1080,1.9,1
20240913120852.mp4,fall_dataset\Fall\Raw_Video\20240913120852.mp4,57,30.0,1920,1080,1.9,1
20240913120918.mp4,fall_dataset\Fall\Raw_Video\20240913120918.mp4,57,30.0,1920,1080,1.9,1
20240913121002.mp4,fall_dataset\Fall\Raw_Video\20240913121002.mp4,57,30.0,1920,1080,1.9,1
20240913121045.mp4,fall_dataset\Fall\Raw_Video\20240913121045.mp4,57,30.0,1920,1080,1.9,1
20240913121112.mp4,fall_dataset\Fall\Raw_Video\20240913121112.mp4,57,30.0,1920,1080,1.9,1
20240913121204.mp4,fall_dataset\Fall\Raw_Video\20240913121204.mp4,57,30.0,1920,1080,1.9,1
20240913121223.mp4,fall_dataset\Fall\Raw_Video\20240913121223.mp4,57,30.0,1920,1080,1.9,1
20240913121414.mp4,fall_dataset\Fall\Raw_Video\20240913121414.mp4,57,30.0,1920,1080,1.9,1
20240913121447.mp4,fall_dataset\Fall\Raw_Video\20240913121447.mp4,57,30.0,1920,1080,1.9,1
20240913121533.mp4,fall_dataset\Fall\Raw_Video\20240913121533.mp4,57,30.0,1920,1080,1.9,1
20240913121559.mp4,fall_dataset\Fall\Raw_Video\20240913121559.mp4,57,30.0,1920,1080,1.9,1
20240913121703.mp4,fall_dataset\Fall\Raw_Video\20240913121703.mp4,57,30.0,1920,1080,1.9,1
20240913121732.mp4,fall_dataset\Fall\Raw_Video\20240913121732.mp4,57,30.0,1920,1080,1.9,1
20240913121813.mp4,fall_dataset\Fall\Raw_Video\20240913121813.mp4,57,30.0,1920,1080,1.9,1
20240913121959.mp4,fall_dataset\Fall\Raw_Video\20240913121959.mp4,57,30.0,1920,1080,1.9,1
20240913122030.mp4,fall_dataset\Fall\Raw_Video\20240913122030.mp4,57,30.0,1920,1080,1.9,1
20240913122111.mp4,fall_dataset\Fall\Raw_Video\20240913122111.mp4,57,30.0,1920,1080,1.9,1
20240913122146.mp4,fall_dataset\Fall\Raw_Video\20240913122146.mp4,57,30.0,1920,1080,1.9,1
20240913122247.mp4,fall_dataset\Fall\Raw_Video\20240913122247.mp4,57,30.0,1920,1080,1.9,1
20240913122310.mp4,fall_dataset\Fall\Raw_Video\20240913122310.mp4,57,30.0,1920,1080,1.9,1
20240913122857.mp4,fall_dataset\Fall\Raw_Video\20240913122857.mp4,57,30.0,1920,1080,1.9,1
20240913122919.mp4,fall_dataset\Fall\Raw_Video\20240913122919.mp4,57,30.0,1920,1080,1.9,1
20240913122939.mp4,fall_dataset\Fall\Raw_Video\20240913122939.mp4,57,30.0,1920,1080,1.9,1
20240913122959.mp4,fall_dataset\Fall\Raw_Video\20240913122959.mp4,57,30.0,1920,1080,1.9,1
20240913123019.mp4,fall_dataset\Fall\Raw_Video\20240913123019.mp4,57,30.0,1920,1080,1.9,1
20240913123040.mp4,fall_dataset\Fall\Raw_Video\20240913123040.mp4,57,29.916741707827118,1920,1080,1.91,1
20240913123101.mp4,fall_dataset\Fall\Raw_Video\20240913123101.mp4,57,30.0,1920,1080,1.9,1
20240913123122.mp4,fall_dataset\Fall\Raw_Video\20240913123122.mp4,57,30.0,1920,1080,1.9,1
20240913123148.mp4,fall_dataset\Fall\Raw_Video\20240913123148.mp4,57,30.0,1920,1080,1.9,1
20240913123207.mp4,fall_dataset\Fall\Raw_Video\20240913123207.mp4,57,30.0,1920,1080,1.9,1
20240913123227.mp4,fall_dataset\Fall\Raw_Video\20240913123227.mp4,57,30.0,1920,1080,1.9,1
20240913123246.mp4,fall_dataset\Fall\Raw_Video\20240913123246.mp4,57,30.0,1920,1080,1.9,1
20240913123318.mp4,fall_dataset\Fall\Raw_Video\20240913123318.mp4,57,30.0,1920,1080,1.9,1
20240913123347.mp4,fall_dataset\Fall\Raw_Video\20240913123347.mp4,57,30.0,1920,1080,1.9,1
20240913123419.mp4,fall_dataset\Fall\Raw_Video\20240913123419.mp4,57,30.0,1920,1080,1.9,1
20240913123453.mp4,fall_dataset\Fall\Raw_Video\20240913123453.mp4,57,30.0,1920,1080,1.9,1
20240913123526.mp4,fall_dataset\Fall\Raw_Video\20240913123526.mp4,57,29.97002997002997,1920,1080,1.9,1
20240913123603.mp4,fall_dataset\Fall\Raw_Video\20240913123603.mp4,57,30.0,1920,1080,1.9,1
20240913123708.mp4,fall_dataset\Fall\Raw_Video\20240913123708.mp4,57,30.0,1920,1080,1.9,1
20240913123949.mp4,fall_dataset\Fall\Raw_Video\20240913123949.mp4,57,30.0,1920,1080,1.9,1
20240913124007.mp4,fall_dataset\Fall\Raw_Video\20240913124007.mp4,57,30.0,1920,1080,1.9,1
20240913124038.mp4,fall_dataset\Fall\Raw_Video\20240913124038.mp4,57,30.0,1920,1080,1.9,1
20240913124107.mp4,fall_dataset\Fall\Raw_Video\20240913124107.mp4,57,30.0,1920,1080,1.9,1
20240913124136.mp4,fall_dataset\Fall\Raw_Video\20240913124136.mp4,57,30.0,1920,1080,1.9,1
20240913124200.mp4,fall_dataset\Fall\Raw_Video\20240913124200.mp4,57,30.0,1920,1080,1.9,1
20240913124222.mp4,fall_dataset\Fall\Raw_Video\20240913124222.mp4,57,30.0,1920,1080,1.9,1
20240913124246.mp4,fall_dataset\Fall\Raw_Video\20240913124246.mp4,57,30.0,1920,1080,1.9,1
20240913124317.mp4,fall_dataset\Fall\Raw_Video\20240913124317.mp4,57,30.0,1920,1080,1.9,1
20240913124344.mp4,fall_dataset\Fall\Raw_Video\20240913124344.mp4,57,30.0,1920,1080,1.9,1
20240913124411.mp4,fall_dataset\Fall\Raw_Video\20240913124411.mp4,57,30.0,1920,1080,1.9,1
20240913124440.mp4,fall_dataset\Fall\Raw_Video\20240913124440.mp4,57,30.0,1920,1080,1.9,1
20240913124509.mp4,fall_dataset\Fall\Raw_Video\20240913124509.mp4,57,30.0,1920,1080,1.9,1
20240913124530.mp4,fall_dataset\Fall\Raw_Video\20240913124530.mp4,57,30.0,1920,1080,1.9,1
20240913124610.mp4,fall_dataset\Fall\Raw_Video\20240913124610.mp4,57,30.0,1920,1080,1.9,1
20240913124628.mp4,fall_dataset\Fall\Raw_Video\20240913124628.mp4,57,30.0,1920,1080,1.9,1
20240913124729.mp4,fall_dataset\Fall\Raw_Video\20240913124729.mp4,57,30.0,1920,1080,1.9,1
20240913124750.mp4,fall_dataset\Fall\Raw_Video\20240913124750.mp4,57,30.0,1920,1080,1.9,1
20240913124822.mp4,fall_dataset\Fall\Raw_Video\20240913124822.mp4,57,30.0,1920,1080,1.9,1
20240913124931.mp4,fall_dataset\Fall\Raw_Video\20240913124931.mp4,57,30.0,1920,1080,1.9,1
20240913124958.mp4,fall_dataset\Fall\Raw_Video\20240913124958.mp4,57,30.0,1920,1080,1.9,1
20240913125042.mp4,fall_dataset\Fall\Raw_Video\20240913125042.mp4,57,30.0,1920,1080,1.9,1
20240913125110.mp4,fall_dataset\Fall\Raw_Video\20240913125110.mp4,57,30.0,1920,1080,1.9,1
20240913125129.mp4,fall_dataset\Fall\Raw_Video\20240913125129.mp4,57,30.0,1920,1080,1.9,1
20240913125157.mp4,fall_dataset\Fall\Raw_Video\20240913125157.mp4,57,30.0,1920,1080,1.9,1
20240913125224.mp4,fall_dataset\Fall\Raw_Video\20240913125224.mp4,57,30.0,1920,1080,1.9,1
20240913125248.mp4,fall_dataset\Fall\Raw_Video\20240913125248.mp4,57,30.0,1920,1080,1.9,1
20240913125318.mp4,fall_dataset\Fall\Raw_Video\20240913125318.mp4,57,30.0,1920,1080,1.9,1
20240913125346.mp4,fall_dataset\Fall\Raw_Video\20240913125346.mp4,57,30.0,1920,1080,1.9,1
20240913125421.mp4,fall_dataset\Fall\Raw_Video\20240913125421.mp4,57,30.0,1920,1080,1.9,1
20240913125448.mp4,fall_dataset\Fall\Raw_Video\20240913125448.mp4,57,30.0,1920,1080,1.9,1
20240913125518.mp4,fall_dataset\Fall\Raw_Video\20240913125518.mp4,57,30.0,1920,1080,1.9,1
20240913125537.mp4,fall_dataset\Fall\Raw_Video\20240913125537.mp4,57,30.0,1920,1080,1.9,1
20240913125636.mp4,fall_dataset\Fall\Raw_Video\20240913125636.mp4,57,30.0,1920,1080,1.9,1
20240913125657.mp4,fall_dataset\Fall\Raw_Video\20240913125657.mp4,57,30.400034048038133,1920,1080,1.87,1
20240913125725.mp4,fall_dataset\Fall\Raw_Video\20240913125725.mp4,57,30.0,1920,1080,1.9,1
20240913125743.mp4,fall_dataset\Fall\Raw_Video\20240913125743.mp4,57,29.97002997002997,1920,1080,1.9,1
20240913125846.mp4,fall_dataset\Fall\Raw_Video\20240913125846.mp4,57,30.0,1920,1080,1.9,1
20240913125923.mp4,fall_dataset\Fall\Raw_Video\20240913125923.mp4,57,30.0,1920,1080,1.9,1
20240913130007.mp4,fall_dataset\Fall\Raw_Video\20240913130007.mp4,57,30.0,1920,1080,1.9,1
20240913130028.mp4,fall_dataset\Fall\Raw_Video\20240913130028.mp4,57,30.0,1920,1080,1.9,1
20240913130055.mp4,fall_dataset\Fall\Raw_Video\20240913130055.mp4,57,30.0,1920,1080,1.9,1
20240913130123.mp4,fall_dataset\Fall\Raw_Video\20240913130123.mp4,57,30.0,1920,1080,1.9,1
20240913130145.mp4,fall_dataset\Fall\Raw_Video\20240913130145.mp4,57,30.0,1920,1080,1.9,1
20240913130209.mp4,fall_dataset\Fall\Raw_Video\20240913130209.mp4,57,30.0,1920,1080,1.9,1
20240913130940.mp4,fall_dataset\Fall\Raw_Video\20240913130940.mp4,57,30.0,1920,1080,1.9,1
20240913130955.mp4,fall_dataset\Fall\Raw_Video\20240913130955.mp4,57,30.0,1920,1080,1.9,1
20240913131036.mp4,fall_dataset\Fall\Raw_Video\20240913131036.mp4,57,30.0,1920,1080,1.9,1
20240913131058.mp4,fall_dataset\Fall\Raw_Video\20240913131058.mp4,57,30.0,1920,1080,1.9,1
20240913131119.mp4,fall_dataset\Fall\Raw_Video\20240913131119.mp4,57,30.0,1920,1080,1.9,1
20240913131137.mp4,fall_dataset\Fall\Raw_Video\20240913131137.mp4,57,30.0,1920,1080,1.9,1
20240913131200.mp4,fall_dataset\Fall\Raw_Video\20240913131200.mp4,57,30.0,1920,1080,1.9,1
20240913131220.mp4,fall_dataset\Fall\Raw_Video\20240913131220.mp4,57,30.0,1920,1080,1.9,1
20240913131303.mp4,fall_dataset\Fall\Raw_Video\20240913131303.mp4,57,30.0,1920,1080,1.9,1
20240913131324.mp4,fall_dataset\Fall\Raw_Video\20240913131324.mp4,57,30.0,1920,1080,1.9,1
20240913131342.mp4,fall_dataset\Fall\Raw_Video\20240913131342.mp4,57,30.0,1920,1080,1.9,1
20240913131408.mp4,fall_dataset\Fall\Raw_Video\20240913131408.mp4,57,30.0,1920,1080,1.9,1
20240913131426.mp4,fall_dataset\Fall\Raw_Video\20240913131426.mp4,57,30.0,1920,1080,1.9,1
20240913131450.mp4,fall_dataset\Fall\Raw_Video\20240913131450.mp4,57,30.0,1920,1080,1.9,1
20240913131517.mp4,fall_dataset\Fall\Raw_Video\20240913131517.mp4,57,30.0,1920,1080,1.9,1
20240913131533.mp4,fall_dataset\Fall\Raw_Video\20240913131533.mp4,57,30.0,1920,1080,1.9,1
20240913131550.mp4,fall_dataset\Fall\Raw_Video\20240913131550.mp4,57,30.0,1920,1080,1.9,1
20240913131637.mp4,fall_dataset\Fall\Raw_Video\20240913131637.mp4,57,30.0,1920,1080,1.9,1
20240913131705.mp4,fall_dataset\Fall\Raw_Video\20240913131705.mp4,57,30.0,1920,1080,1.9,1
20240913131902.mp4,fall_dataset\Fall\Raw_Video\20240913131902.mp4,57,30.0,1920,1080,1.9,1
20240913131930.mp4,fall_dataset\Fall\Raw_Video\20240913131930.mp4,57,30.0,1920,1080,1.9,1
20240913131952.mp4,fall_dataset\Fall\Raw_Video\20240913131952.mp4,57,30.0,1920,1080,1.9,1
20240913132009.mp4,fall_dataset\Fall\Raw_Video\20240913132009.mp4,57,30.0,1920,1080,1.9,1
20240913132114.mp4,fall_dataset\Fall\Raw_Video\20240913132114.mp4,57,30.0,1920,1080,1.9,1
20240913132132.mp4,fall_dataset\Fall\Raw_Video\20240913132132.mp4,57,30.0,1920,1080,1.9,1
20240913132154.mp4,fall_dataset\Fall\Raw_Video\20240913132154.mp4,57,30.0,1920,1080,1.9,1
20240913132213.mp4,fall_dataset\Fall\Raw_Video\20240913132213.mp4,57,30.0,1920,1080,1.9,1
20240913132246.mp4,fall_dataset\Fall\Raw_Video\20240913132246.mp4,57,30.0,1920,1080,1.9,1
20240913132307.mp4,fall_dataset\Fall\Raw_Video\20240913132307.mp4,57,30.0,1920,1080,1.9,1
20240913132335.mp4,fall_dataset\Fall\Raw_Video\20240913132335.mp4,57,30.0,1920,1080,1.9,1
20240913132352.mp4,fall_dataset\Fall\Raw_Video\20240913132352.mp4,57,30.0,1920,1080,1.9,1
20240913132413.mp4,fall_dataset\Fall\Raw_Video\20240913132413.mp4,57,30.0,1920,1080,1.9,1
20240913132429.mp4,fall_dataset\Fall\Raw_Video\20240913132429.mp4,57,30.0,1920,1080,1.9,1
20240913132457.mp4,fall_dataset\Fall\Raw_Video\20240913132457.mp4,57,30.0,1920,1080,1.9,1
20240913132516.mp4,fall_dataset\Fall\Raw_Video\20240913132516.mp4,57,30.0,1920,1080,1.9,1
20240913132534.mp4,fall_dataset\Fall\Raw_Video\20240913132534.mp4,57,30.0,1920,1080,1.9,1
20240913132600.mp4,fall_dataset\Fall\Raw_Video\20240913132600.mp4,57,30.0,1920,1080,1.9,1
20240913132643.mp4,fall_dataset\Fall\Raw_Video\20240913132643.mp4,57,30.0,1920,1080,1.9,1
20240913132703.mp4,fall_dataset\Fall\Raw_Video\20240913132703.mp4,57,30.0,1920,1080,1.9,1
20240913132723.mp4,fall_dataset\Fall\Raw_Video\20240913132723.mp4,57,30.0,1920,1080,1.9,1
20240913132744.mp4,fall_dataset\Fall\Raw_Video\20240913132744.mp4,57,30.0,1920,1080,1.9,1
20240913132817.mp4,fall_dataset\Fall\Raw_Video\20240913132817.mp4,57,30.0,1920,1080,1.9,1
20240913132845.mp4,fall_dataset\Fall\Raw_Video\20240913132845.mp4,57,30.0,1920,1080,1.9,1
20240913132908.mp4,fall_dataset\Fall\Raw_Video\20240913132908.mp4,57,30.0,1920,1080,1.9,1
20240913132927.mp4,fall_dataset\Fall\Raw_Video\20240913132927.mp4,58,30.53574972899522,1920,1080,1.9,1
20240914122207.mp4,fall_dataset\Fall\Raw_Video\20240914122207.mp4,57,30.0,1920,1080,1.9,1
20240914122231.mp4,fall_dataset\Fall\Raw_Video\20240914122231.mp4,57,30.0,1920,1080,1.9,1
20240914122256.mp4,fall_dataset\Fall\Raw_Video\20240914122256.mp4,57,30.0,1920,1080,1.9,1
20240914122335.mp4,fall_dataset\Fall\Raw_Video\20240914122335.mp4,57,30.0,1920,1080,1.9,1
20240914122403.mp4,fall_dataset\Fall\Raw_Video\20240914122403.mp4,57,30.0,1920,1080,1.9,1
20240914122423.mp4,fall_dataset\Fall\Raw_Video\20240914122423.mp4,57,30.0,1920,1080,1.9,1
20240914122459.mp4,fall_dataset\Fall\Raw_Video\20240914122459.mp4,57,30.0,1920,1080,1.9,1
20240914122519.mp4,fall_dataset\Fall\Raw_Video\20240914122519.mp4,57,30.0,1920,1080,1.9,1
20240914122610.mp4,fall_dataset\Fall\Raw_Video\20240914122610.mp4,57,30.0,1920,1080,1.9,1
20240914122640.mp4,fall_dataset\Fall\Raw_Video\20240914122640.mp4,57,30.0,1920,1080,1.9,1
20240914122721.mp4,fall_dataset\Fall\Raw_Video\20240914122721.mp4,57,30.0,1920,1080,1.9,1
20240914122745.mp4,fall_dataset\Fall\Raw_Video\20240914122745.mp4,57,30.0,1920,1080,1.9,1
20240914122819.mp4,fall_dataset\Fall\Raw_Video\20240914122819.mp4,57,30.0,1920,1080,1.9,1
20240914122834.mp4,fall_dataset\Fall\Raw_Video\20240914122834.mp4,57,30.0,1920,1080,1.9,1
20240914123009.mp4,fall_dataset\Fall\Raw_Video\20240914123009.mp4,57,30.0,1920,1080,1.9,1
20240914123033.mp4,fall_dataset\Fall\Raw_Video\20240914123033.mp4,57,30.0,1920,1080,1.9,1
20240914123303.mp4,fall_dataset\Fall\Raw_Video\20240914123303.mp4,57,30.0,1920,1080,1.9,1
20240914123339.mp4,fall_dataset\Fall\Raw_Video\20240914123339.mp4,57,30.0,1920,1080,1.9,1
20240914123420.mp4,fall_dataset\Fall\Raw_Video\20240914123420.mp4,57,30.0,1920,1080,1.9,1
20240914123441.mp4,fall_dataset\Fall\Raw_Video\20240914123441.mp4,57,30.0,1920,1080,1.9,1
20240914123520.mp4,fall_dataset\Fall\Raw_Video\20240914123520.mp4,57,30.0,1920,1080,1.9,1
20240914123548.mp4,fall_dataset\Fall\Raw_Video\20240914123548.mp4,57,30.0,1920,1080,1.9,1
20240914123704.mp4,fall_dataset\Fall\Raw_Video\20240914123704.mp4,57,30.0,1920,1080,1.9,1
20240914123744.mp4,fall_dataset\Fall\Raw_Video\20240914123744.mp4,57,30.0,1920,1080,1.9,1
20240914123844.mp4,fall_dataset\Fall\Raw_Video\20240914123844.mp4,57,30.0,1920,1080,1.9,1
20240914123907.mp4,fall_dataset\Fall\Raw_Video\20240914123907.mp4,57,30.0,1920,1080,1.9,1
20240914123924.mp4,fall_dataset\Fall\Raw_Video\20240914123924.mp4,57,30.0,1920,1080,1.9,1
20240914123942.mp4,fall_dataset\Fall\Raw_Video\20240914123942.mp4,57,30.0,1920,1080,1.9,1
20240914124006.mp4,fall_dataset\Fall\Raw_Video\20240914124006.mp4,57,30.0,1920,1080,1.9,1
20240914124034.mp4,fall_dataset\Fall\Raw_Video\20240914124034.mp4,57,30.0,1920,1080,1.9,1
20240914124146.mp4,fall_dataset\Fall\Raw_Video\20240914124146.mp4,57,30.0,1920,1080,1.9,1
20240914124215.mp4,fall_dataset\Fall\Raw_Video\20240914124215.mp4,57,30.0,1920,1080,1.9,1
20240914124348.mp4,fall_dataset\Fall\Raw_Video\20240914124348.mp4,57,30.0,1920,1080,1.9,1
20240914124502.mp4,fall_dataset\Fall\Raw_Video\20240914124502.mp4,57,30.0,1920,1080,1.9,1
20240914124518.mp4,fall_dataset\Fall\Raw_Video\20240914124518.mp4,57,30.0,1920,1080,1.9,1
20240914124546.mp4,fall_dataset\Fall\Raw_Video\20240914124546.mp4,57,30.0,1920,1080,1.9,1
20240914124616.mp4,fall_dataset\Fall\Raw_Video\20240914124616.mp4,57,30.0,1920,1080,1.9,1
20240914124653.mp4,fall_dataset\Fall\Raw_Video\20240914124653.mp4,57,30.0,1920,1080,1.9,1
20240914124714.mp4,fall_dataset\Fall\Raw_Video\20240914124714.mp4,57,30.0,1920,1080,1.9,1
20240914124751.mp4,fall_dataset\Fall\Raw_Video\20240914124751.mp4,57,30.0,1920,1080,1.9,1
20240914124807.mp4,fall_dataset\Fall\Raw_Video\20240914124807.mp4,57,30.0,1920,1080,1.9,1
20240914124856.mp4,fall_dataset\Fall\Raw_Video\20240914124856.mp4,57,30.0,1920,1080,1.9,1
20240914124916.mp4,fall_dataset\Fall\Raw_Video\20240914124916.mp4,57,30.0,1920,1080,1.9,1
20240914125005.mp4,fall_dataset\Fall\Raw_Video\20240914125005.mp4,57,30.0,1920,1080,1.9,1
20240914125022.mp4,fall_dataset\Fall\Raw_Video\20240914125022.mp4,57,30.0,1920,1080,1.9,1
20240914125038.mp4,fall_dataset\Fall\Raw_Video\20240914125038.mp4,57,30.0,1920,1080,1.9,1
20240914125056.mp4,fall_dataset\Fall\Raw_Video\20240914125056.mp4,57,30.0,1920,1080,1.9,1
20240914125131.mp4,fall_dataset\Fall\Raw_Video\20240914125131.mp4,57,30.0,1920,1080,1.9,1
20240914125151.mp4,fall_dataset\Fall\Raw_Video\20240914125151.mp4,57,30.0,1920,1080,1.9,1
20240914125230.mp4,fall_dataset\Fall\Raw_Video\20240914125230.mp4,57,30.0,1920,1080,1.9,1
20240914125248.mp4,fall_dataset\Fall\Raw_Video\20240914125248.mp4,57,30.0,1920,1080,1.9,1
20240914125814.mp4,fall_dataset\Fall\Raw_Video\20240914125814.mp4,57,30.0,1920,1080,1.9,1
20240914125848.mp4,fall_dataset\Fall\Raw_Video\20240914125848.mp4,57,30.0,1920,1080,1.9,1
